"ITTER107","Territorio","TIPO_DATO_FOL","Tipo dato","SEXISTAT1","Sesso","ETA1","Classe di età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2017-Q2","T2-2017",23.737598,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2017-Q4","T4-2017",25.482432,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2017-Q3","T3-2017",24.415014,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2018","2018",24.83051,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2018-Q2","T2-2018",23.686625,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2018-Q1","T1-2018",26.975053,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2018-Q4","T4-2018",27.342405,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2018-Q3","T3-2018",21.098339,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2019","2019",22.405091,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2019-Q1","T1-2019",23.401236,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2019-Q2","T2-2019",21.153882,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2019-Q4","T4-2019",25.468663,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2019-Q3","T3-2019",19.300042,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2020","2020",25.195299,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2020-Q2","T2-2020",22.826762,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2020-Q1","T1-2020",24.288751,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2020-Q3","T3-2020",26.969839,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2020-Q4","T4-2020",26.378984,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2021","2021",24.460645,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2022","2022",17.776983,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2023","2023",17.175068,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2021-Q1","T1-2021",29.83794,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2021-Q2","T2-2021",23.062732,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2021-Q3","T3-2021",24.695388,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2021-Q4","T4-2021",21.101211,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2022-Q1","T1-2022",21.08355,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2022-Q2","T2-2022",16.878162,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2022-Q3","T3-2022",16.996794,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2022-Q4","T4-2022",16.385059,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2023-Q1","T1-2023",18.0106,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2023-Q2","T2-2023",17.486108,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2023-Q3","T3-2023",16.026338,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2023-Q4","T4-2023",17.196963,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2024-Q1","T1-2024",18.34423,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-24","15-24 anni","2024-Q2","T2-2024",14.203314,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2004","2004",12.399811,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2004-Q2","T2-2004",12.96733,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2004-Q1","T1-2004",11.3768,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2004-Q4","T4-2004",13.362483,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2004-Q3","T3-2004",11.931911,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2005","2005",12.941862,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2005-Q1","T1-2005",12.559136,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2005-Q2","T2-2005",11.245387,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2005-Q4","T4-2005",15.135403,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2005-Q3","T3-2005",12.881058,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2006","2006",11.831689,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2006-Q2","T2-2006",10.467406,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2006-Q1","T1-2006",13.185073,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2006-Q4","T4-2006",12.908419,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2006-Q3","T3-2006",10.755025,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2007","2007",11.533923,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2007-Q1","T1-2007",11.685641,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2007-Q2","T2-2007",9.528886,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2007-Q4","T4-2007",13.9321,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2007-Q3","T3-2007",11.05321,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2008","2008",12.097205,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2008-Q2","T2-2008",11.271595,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2008-Q1","T1-2008",11.473814,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2008-Q4","T4-2008",14.825503,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2008-Q3","T3-2008",10.870255,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2009","2009",17.18862,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2009-Q1","T1-2009",16.562303,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2009-Q2","T2-2009",15.938729,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2009-Q4","T4-2009",19.912797,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2009-Q3","T3-2009",16.336984,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2010","2010",19.751486,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2010-Q2","T2-2010",19.548752,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2010-Q1","T1-2010",20.35557,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2010-Q4","T4-2010",21.920786,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2010-Q3","T3-2010",17.016488,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2011","2011",20.30965,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2011-Q1","T1-2011",21.03619,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2011-Q2","T2-2011",18.547099,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2011-Q4","T4-2011",22.989637,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2011-Q3","T3-2011",18.352321,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2012","2012",25.410133,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2012-Q2","T2-2012",24.040532,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2012-Q1","T1-2012",25.780231,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2012-Q4","T4-2012",28.277497,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2012-Q3","T3-2012",23.615198,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2013","2013",29.556084,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2013-Q1","T1-2013",32.08817,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2013-Q2","T2-2013",25.765645,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2013-Q4","T4-2013",33.304238,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2013-Q3","T3-2013",26.980324,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2014","2014",30.880921,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2014-Q2","T2-2014",28.879352,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2014-Q1","T1-2014",33.89539,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2014-Q4","T4-2014",32.734046,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2014-Q3","T3-2014",28.034382,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2015","2015",29.458807,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2015-Q1","T1-2015",34.526257,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2015-Q2","T2-2015",28.671245,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2015-Q4","T4-2015",29.409971,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2015-Q3","T3-2015",25.430439,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2016","2016",26.018158,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2016-Q2","T2-2016",24.128409,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2016-Q1","T1-2016",29.045317,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2016-Q4","T4-2016",28.023297,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2016-Q3","T3-2016",23.013293,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2017","2017",22.161918,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2017-Q1","T1-2017",24.370023,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2017-Q2","T2-2017",21.154225,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2017-Q4","T4-2017",22.715492,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2017-Q3","T3-2017",20.424111,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2018","2018",22.14288,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2018-Q2","T2-2018",20.498982,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2018-Q1","T1-2018",22.248321,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2018-Q4","T4-2018",24.940074,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2018-Q3","T3-2018",20.784272,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2019","2019",19.334801,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2019-Q1","T1-2019",20.656209,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2019-Q2","T2-2019",17.332192,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2019-Q4","T4-2019",21.46668,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2019-Q3","T3-2019",17.850897,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2020","2020",20.934559,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2020-Q2","T2-2020",16.547449,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2020-Q1","T1-2020",19.392828,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2020-Q3","T3-2020",23.896487,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2020-Q4","T4-2020",23.387274,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2021","2021",21.103084,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2022","2022",16.359273,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2023","2023",15.895709,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2021-Q1","T1-2021",25.493455,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2021-Q2","T2-2021",19.890864,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2021-Q3","T3-2021",19.44166,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2021-Q4","T4-2021",20.03565,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2022-Q1","T1-2022",18.124016,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2022-Q2","T2-2022",15.699413,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2022-Q3","T3-2022",16.002864,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2022-Q4","T4-2022",15.722738,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2023-Q1","T1-2023",15.313045,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2023-Q2","T2-2023",16.480436,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2023-Q3","T3-2023",15.632552,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2023-Q4","T4-2023",16.128308,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2024-Q1","T1-2024",13.873407,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2024-Q2","T2-2024",13.73384,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2004","2004",11.539109,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2004-Q2","T2-2004",11.181901,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2004-Q1","T1-2004",11.34846,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2004-Q4","T4-2004",12.157956,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2004-Q3","T3-2004",11.492001,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2005","2005",11.735778,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2005-Q1","T1-2005",10.656584,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2005-Q2","T2-2005",10.801059,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2005-Q4","T4-2005",14.704117,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2005-Q3","T3-2005",10.879741,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2006","2006",11.247184,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2006-Q2","T2-2006",10.374536,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2006-Q1","T1-2006",12.120632,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2006-Q4","T4-2006",12.873444,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2006-Q3","T3-2006",9.65353,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2007","2007",11.761695,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2007-Q1","T1-2007",12.534969,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2007-Q2","T2-2007",9.918375,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2007-Q4","T4-2007",13.55971,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2007-Q3","T3-2007",11.059648,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2008","2008",11.641308,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2008-Q2","T2-2008",9.437162,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2008-Q1","T1-2008",10.432784,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2008-Q4","T4-2008",15.918347,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2008-Q3","T3-2008",10.955305,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2009","2009",18.034816,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2009-Q1","T1-2009",18.508562,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2009-Q2","T2-2009",15.420118,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2009-Q4","T4-2009",21.538056,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2009-Q3","T3-2009",16.471273,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2010","2010",19.875898,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2010-Q2","T2-2010",20.822744,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2010-Q1","T1-2010",22.535033,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2010-Q4","T4-2010",18.459181,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2010-Q3","T3-2010",17.378054,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2011","2011",19.478807,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2011-Q1","T1-2011",19.687084,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2011-Q2","T2-2011",16.058971,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2011-Q4","T4-2011",21.853355,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2011-Q3","T3-2011",20.027972,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2012","2012",26.266436,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2012-Q2","T2-2012",24.933073,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2012-Q1","T1-2012",24.92248,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2012-Q4","T4-2012",30.085594,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2012-Q3","T3-2012",25.478373,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2013","2013",32.022624,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2013-Q1","T1-2013",36.389165,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2013-Q2","T2-2013",27.544791,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2013-Q4","T4-2013",34.06214,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2013-Q3","T3-2013",30.033473,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2014","2014",33.942856,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2014-Q2","T2-2014",34.479059,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2014-Q1","T1-2014",34.916676,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2014-Q4","T4-2014",34.71597,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2014-Q3","T3-2014",31.673396,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2015","2015",31.783048,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2015-Q1","T1-2015",36.524114,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2015-Q2","T2-2015",32.559532,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2015-Q4","T4-2015",32.47557,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2015-Q3","T3-2015",25.866782,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2016","2016",28.10433,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2016-Q2","T2-2016",26.925261,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2016-Q1","T1-2016",33.47511,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2016-Q4","T4-2016",29.804497,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2016-Q3","T3-2016",22.540005,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2017","2017",22.644406,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2017-Q1","T1-2017",25.268003,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2017-Q2","T2-2017",22.67807,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2017-Q4","T4-2017",22.358854,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2017-Q3","T3-2017",20.324226,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2018","2018",23.458775,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2018-Q2","T2-2018",21.182871,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","2018-Q1","T1-2018",20.346572,,
